"name","CD45","CD14","CD19","TandNKcells"
"INF039_00_01",5100000,0,0,4800000
"INF059_00_01",1.2e+07,0,0,6100000
"INF111_00_01",1.1e+07,6700,0,7800000
"ND006_11",8300000,0,0,6300000
