"name","Cells","Volume","ConcentrationScientific","TotalVolume","TotalScientific","TimeSeconds","Instrument","Date"
"INF039_00_01","662","13.05","5.1e+06",1,"5.1e+06","13.1","5L","08-Sep-2025"
"INF059_00_01","1023","8.77","1.2e+07",1,"1.2e+07","8.7","5L","08-Sep-2025"
"INF111_00_01","1702","14.93","1.1e+07",1,"1.1e+07","14.8","5L","08-Sep-2025"
"ND006_11","2525","30.31","8.3e+06",1,"8.3e+06","28.4","5L","08-Sep-2025"
