"name","CD45","CD14","CD19","TandNKcells"
"INF041_Cord",9400000,2e+06,690000,6500000
"INF105_Cord",2.2e+07,5200000,2800000,1.4e+07
"INF187_Cord",1.5e+07,4800000,1400000,8100000
"ND006_01",9900000,1300000,1300000,7e+06
