"name","Cells","Volume","ConcentrationScientific","TotalVolume","TotalScientific","TimeSeconds","Instrument","Date"
"INF041_Cord","2883","30.65","9.4e+06",1,"9.4e+06","25.2","5L","21-Jul-2025"
"INF105_Cord","6909","30.99","2.2e+07",1,"2.2e+07","25.1","5L","21-Jul-2025"
"INF187_Cord","4686","30.72","1.5e+07",1,"1.5e+07","25.4","5L","21-Jul-2025"
"ND006_01","3011","30.33","9.9e+06",1,"9.9e+06","25.1","5L","21-Jul-2025"
