"name","CD45","CD14","CD19","TandNKcells"
"INF046_00_01",9900000,13000,0,6300000
"INF063_00_01",1.1e+07,6400,0,8200000
"INF071_00_01",8600000,13000,3200,5600000
"INF227_00_01",8100000,6700,3300,5300000
"ND006_14",9200000,3300,0,7800000
