"name","CD45","CD14","CD19","TandNKcells"
"INF069_00_01",1.1e+07,0,0,7400000
"INF077_00_01",7700000,0,10000,3100000
"INF197_00_01",8800000,0,0,5e+06
"INF293_00_01",8200000,3500,0,3900000
"ND006_12",9500000,0,0,7400000
