"name","Cells","Volume","ConcentrationScientific","TotalVolume","TotalScientific","TimeSeconds","Instrument","Date"
"INF069_00_01","733","6.54","1.1e+07",1,"1.1e+07","6.5","5L","10-Sep-2025"
"INF077_00_01","747","9.68","7.7e+06",1,"7.7e+06","9.1","5L","10-Sep-2025"
"INF197_00_01","1223","13.96","8.8e+06",1,"8.8e+06","14","5L","10-Sep-2025"
"INF293_00_01","2364","28.89","8.2e+06",1,"8.2e+06","27.7","5L","10-Sep-2025"
"ND006_12","2947","31.04","9.5e+06",1,"9.5e+06","29.1","5L","10-Sep-2025"
