"name","Cells","Volume","ConcentrationScientific","TotalVolume","TotalScientific","TimeSeconds","Instrument","Date"
"INF016_00_01","853","9.66","8.8e+06",1,"8.8e+06","9.7","5L","05-Sep-2025"
"INF073_00_01","2079","10.76","1.9e+07",1,"1.9e+07","10.4","5L","05-Sep-2025"
"INF302_00_01","617","9.7","6.4e+06",1,"6.4e+06","9.8","5L","05-Sep-2025"
"ND006_10","2756","30.96","8.9e+06",1,"8.9e+06","29.2","5L","05-Sep-2025"
