"name","CD45","CD14","CD19","TandNKcells"
"INF016_00_01",8800000,10000,0,5500000
"INF073_00_01",1.9e+07,0,9300,1.5e+07
"INF302_00_01",6400000,0,0,3500000
"ND006_10",8900000,16000,3200,7100000
