"name","Cells","Volume","ConcentrationScientific","TotalVolume","TotalScientific","TimeSeconds","Instrument","Date"
"INF052_00","4725","30.84","1.5e+07",1,"1.5e+07","28.8","3L","25-Jul-2025"
"INF100_00_01","5068","30.26","1.7e+07",1,"1.7e+07","28.2","3L","25-Jul-2025"
"INF100_00_02","4229","30.31","1.4e+07",1,"1.4e+07","28.3","3L","25-Jul-2025"
"INF179_00","4482","31.04","1.4e+07",1,"1.4e+07","28.4","3L","25-Jul-2025"
"ND006_02","3354","30.47","1.1e+07",1,"1.1e+07","28.3","3L","25-Jul-2025"
