"name","CD45","CD14","CD19","TandNKcells"
"INF134_00",9500000,3e+06,1400000,4800000
"INF148_00",1.6e+07,1700000,2700000,9700000
"INF191_00",1.5e+07,4500000,1800000,7900000
"ND006_03",9400000,1300000,1100000,6600000
