"name","Cells","Volume","ConcentrationScientific","TotalVolume","TotalScientific","TimeSeconds","Instrument","Date"
"INF134_00","2971","31.12","9.5e+06",1,"9.5e+06","27.3","4L_UV","28-Jul-2025"
"INF148_00","4834","30.81","1.6e+07",1,"1.6e+07","26.1","4L_UV","28-Jul-2025"
"INF191_00","4768","30.88","1.5e+07",1,"1.5e+07","27.4","4L_UV","28-Jul-2025"
"ND006_03","2880","30.73","9.4e+06",1,"9.4e+06","27.4","4L_UV","28-Jul-2025"
