"name","CD45","CD14","CD19","TandNKcells"
"INF155-1_00_01",1e+07,2300000,1700000,6e+06
"INF155-1_00_02",1.4e+07,2700000,2100000,9200000
"INF158-4_00_01",1.1e+07,4e+06,2100000,4500000
"INF158-4_00_02",1.2e+07,4100000,2500000,5200000
"INF159-5_00_01",6600000,2300000,580000,3600000
"INF159-5_00_02",7e+06,2700000,610000,3500000
"ND006_06",9300000,1400000,1100000,6700000
