"name","CD45","CD14","CD19","TandNKcells"
"INF040_00_01",1.7e+07,3100000,1300000,1.2e+07
"INF044_00_01",1.4e+07,3e+06,630000,1e+07
"INF228_00_01",1.1e+07,3500000,1400000,6200000
"INF318_00_01",1.3e+07,3e+06,610000,8800000
"ND006_17",8900000,1200000,1200000,6300000
