"name","CD45","CD14","CD19","TandNKcells"
"INF019-0_00_01",1.4e+07,3400000,1500000,8300000
"INF019-0_00_02",1.2e+07,3100000,1200000,7200000
"INF032-5_00_01",6400000,1400000,1300000,3600000
"INF032-5_00_02",5900000,1400000,1100000,3400000
"INF180-9_00_01",9100000,2100000,1400000,5400000
"INF180-9_00_02",7600000,1900000,1100000,4400000
"ND006_05",8400000,1300000,1e+06,5900000
