"name","CD45","CD14","CD19","TandNKcells"
"INF047_00_01",1.1e+07,2500000,1100000,6600000
"INF224_00_01",6200000,1800000,760000,3300000
"INF225_00_01",1.2e+07,2700000,870000,8200000
"INF315_00_01",1.4e+07,3e+06,940000,8800000
"ND006_16",9400000,1100000,1200000,6800000
