"name","CD45","CD14","CD19","TandNKcells"
"INF124-7_00_01",9100000,2200000,1800000,4700000
"INF149-4_00_01",9100000,1900000,1100000,4800000
"INF149-4_00_02",1.2e+07,2500000,1300000,6900000
"INF169-6_00_01",6700000,2200000,630000,3600000
"INF169-6_00_02",6700000,2100000,460000,3700000
"ND006_04",9300000,1300000,1100000,6600000
