"name","CD45","CD14","CD19","TandNKcells"
"INF003_00_01",9200000,5300,0,5300000
"INF067_00_01",1.2e+07,0,0,6200000
"INF320_00_01",8600000,0,0,6900000
"ND006_9",9400000,6500,0,7500000
