"name","Cells","Volume","ConcentrationScientific","TotalVolume","TotalScientific","TimeSeconds","Instrument","Date"
"INF003_00_01","1743","18.94","9.2e+06",1,"9.2e+06","18.7","5L","03-Sep-2025"
"INF067_00_01","760","6.32","1.2e+07",1,"1.2e+07","6.7","5L","03-Sep-2025"
"INF320_00_01","761","8.84","8.6e+06",1,"8.6e+06","8.4","5L","03-Sep-2025"
"ND006_9","2887","30.7","9.4e+06",1,"9.4e+06","29.4","5L","03-Sep-2025"
