"name","CD45","CD14","CD19","TandNKcells"
"INF018_00_01",1.2e+07,2100000,3600000,5e+06
"INF109_00_01",1.2e+07,2500000,2e+06,7400000
"INF193_00_01",4200000,690000,940000,2300000
"INF200_00_01",1.1e+07,2500000,1800000,5200000
"ND006_18",9700000,1200000,1100000,7e+06
